MS,commit,author,date,message,branch
28949,ecdc0a0,Gergely Attila Kiss,"Thu Jan 21 12:52:17 2021 +0100","update README",""
28949,db8de95,Miklos Koren,"Thu Jan 21 11:42:54 2021 +0100","Add files from "https://zenodo.org/record/4445812/files/Replication.zip?download=1"",""
28949,709c53e,Gergely Attila Kiss,"Mon Jan 18 19:40:24 2021 +0100","update report",""
28949,bb5b35c,Gergely Attila Kiss,"Mon Jan 18 19:14:57 2021 +0100","add data files",""
28949,dea3ea9,Gergely Attila Kiss,"Mon Jan 18 19:08:07 2021 +0100","add files from https://zenodo.org/record/4445812/files/Replication.zip?download=1",""
28949,9f45bf6,Miklos Koren,"Fri Dec 18 11:56:58 2020 +0100","Update report"," (tag: request-revision)"
28949,31b8a80,Miklos Koren,"Fri Dec 18 11:56:58 2020 +0100","Update report"," (origin/editor)"
28949,7cea223,Miklos Koren,"Fri Dec 18 11:50:58 2020 +0100","Replicate first two columns of Table 1",""
28949,1a6fe31,Miklos Koren,"Fri Dec 18 11:40:51 2020 +0100","Add basic data, run do file. `extra_vars.dta` not found",""
28949,f9bf712,Gergely Attila Kiss,"Sat Dec 12 20:57:44 2020 +0100","update report.yaml",""
28949,55ddc7c,Gergely Attila Kiss,"Wed Dec 9 19:02:09 2020 +0100","add report.yaml",""
28949,88cab8e,Gergely Attila Kiss,"Wed Dec 9 18:51:35 2020 +0100","add manuscript",""
28949,c2a07cc,Gergely Attila Kiss,"Wed Dec 9 15:20:45 2020 +0100","add files form https://zenodo.org/record/4292527/files/Replication.7z?download=1",""
28949,71d31e0,Gergely Attila Kiss,"Wed Dec 9 15:15:27 2020 +0100","add files from https://zenodo.org/record/4292527/files/Replication.7z?download=1",""
27118,d8e2431,Gergely Attila Kiss,"Thu Jan 7 15:32:45 2021 +0100","update report.yaml"," (HEAD -> master, tag: accept, origin/master, origin/HEAD)"
27118,62413af,Gergely Attila Kiss,"Thu Jan 7 15:19:18 2021 +0100","add files from https://zenodo.org/record/4421786/files/DataReplication_Jan2021.zip?download=1",""
27118,b493f77,Miklos Koren,"Tue Jan 5 18:14:00 2021 +0100","Update report"," (tag: request-revision, origin/editor)"
27118,ee5e9a1,Miklos Koren,"Tue Jan 5 18:06:07 2021 +0100","Install missing .ado and change path to run code",""
27118,65bfca3,Miklos Koren,"Tue Jan 5 14:25:40 2021 +0100","Run from Stata GUI",""
27118,f07c573,Miklos Koren,"Tue Jan 5 14:22:13 2021 +0100","Try to run .do files",""
27118,1312136,Gergely Attila Kiss,"Mon Jan 4 18:11:30 2021 +0100","update report.yaml",""
27118,1576b03,Gergely Attila Kiss,"Mon Jan 4 18:08:22 2021 +0100","add report.yaml",""
27118,2ee4692,Gergely Attila Kiss,"Mon Jan 4 13:03:21 2021 +0100","add files from https://zenodo.org/record/4306043/files/DataReplication.zip?download=1",""
26331,6aac241,Miklos Koren,"Thu Jan 28 17:18:41 2021 +0100","Add files from https://zenodo.org/record/4471687/files/MS26331_replication.zip?download=1"," (origin/master)"
26331,58fd9db,Gergely Attila Kiss,"Sat Jan 23 12:57:59 2021 +0100","add files from https://zenodo.org/record/4444733/files/MS26331_replication.zip?download=1",""
26331,20470af,Gergely Attila Kiss,"Sat Jan 23 13:05:45 2021 +0100","update report"," (HEAD -> editor, origin/editor, origin/HEAD)"
26331,b11cf60,Gergely Attila Kiss,"Sat Jan 23 12:57:59 2021 +0100","add files from https://zenodo.org/record/4444733/files/MS26331_replication.zip?download=1",""
26331,d39d018,Miklós Koren,"Thu Jan 14 20:09:17 2021 +0100","Update report.yaml"," (tag: request-revision)"
26331,f08366e,Miklos Koren,"Fri Jan 8 13:39:45 2021 +0100","Add report",""
26331,f2be217,Miklos Koren,"Fri Jan 8 13:32:54 2021 +0100","Run restud_prices.do",""
26331,b5303da,Miklos Koren,"Fri Jan 8 09:51:13 2021 +0100","Adding files from https://zenodo.org/record/4323191/files/MS26331_replication.zip?download=1",""
27531,7d9a925,Miklos Koren,"Wed Feb 24 17:54:56 2021 +0100","Run code with confidential data, without deprecated `bwselect` option"," (origin/version2)"
27531,cc474d2,Miklos Koren,"Wed Feb 24 17:41:40 2021 +0100","Add confidential data received from authors",""
27531,7113c20,Gergely Attila Kiss,"Fri Feb 19 12:20:24 2021 +0100","update report",""
27531,06b02a1,Gergely Attila Kiss,"Fri Feb 19 11:47:33 2021 +0100","add manuscript"," (origin/author)"
27531,c7a8bde,Gergely Attila Kiss,"Fri Feb 19 11:43:59 2021 +0100","author update"," (tag: accept)"
27531,dbc3a50,Miklos Koren,"Fri Jan 15 20:59:57 2021 +0100","Update report"," (origin/editor)"
27531,44edd88,Gergely Attila Kiss,"Tue Jan 5 10:23:54 2021 +0100","update report.yaml"," (HEAD -> master, origin/master, origin/HEAD)"
27531,1815095,Gergely Attila Kiss,"Mon Jan 4 20:50:24 2021 +0100","add report.yaml",""
27531,2c7347b,Gergely Attila Kiss,"Mon Jan 4 20:50:03 2021 +0100","add files from https://zenodo.org/record/4362197/files/Replication%20files.zip?download=1",""
27014,81f47f4,Gergely Attila Kiss,"Fri Jan 29 13:45:05 2021 +0100","update report"," (tag: accept, origin/editor)"
27014,7a5c9f6,Gergely Attila Kiss,"Fri Jan 29 13:45:05 2021 +0100","update report"," (HEAD -> master, origin/master, origin/HEAD)"
27014,2e8dafe,Gergely Attila Kiss,"Fri Jan 29 13:38:44 2021 +0100","add files from https://zenodo.org/record/4448256/files/Replication%20Package%20Public.zip?download=1",""
27014,b1230f8,Miklos Koren,"Fri Jan 15 21:22:22 2021 +0100","Update report",""
27014,c460188,Gergely Attila Kiss,"Tue Jan 5 10:43:30 2021 +0100","update report.yaml",""
27014,e4ebf84,Gergely Attila Kiss,"Mon Jan 4 21:09:12 2021 +0100","add report.yaml",""
27014,0a30c8d,Gergely Attila Kiss,"Mon Jan 4 21:07:19 2021 +0100","add files from https://zenodo.org/record/4308735/files/Replication%20Package%20Public.zip?download=1",""
10624,16996c0,Gergely Attila Kiss,"Sun Jan 17 18:30:59 2021 +0100","update report"," (HEAD -> master, tag: accept, origin/master, origin/HEAD)"
10624,18d6e5a,Gergely Attila Kiss,"Sun Jan 17 17:24:42 2021 +0100","add files from https://zenodo.org/record/4443054/files/Replication.zip?download=1",""
10624,084b147,Miklos Koren,"Thu Jan 14 18:31:08 2021 +0100","Update report"," (origin/editor)"
10624,af88df5,Gergely Attila Kiss,"Tue Jan 5 10:55:08 2021 +0100","update report.yaml",""
10624,77c7934,Gergely Attila Kiss,"Mon Jan 4 21:15:21 2021 +0100","add report.yaml",""
10624,85caf9b,Gergely Attila Kiss,"Mon Jan 4 21:15:01 2021 +0100","add files from https://zenodo.org/record/4349599/files/Replication.zip?download=1",""
26154,19c351a,Gergely Attila Kiss,"Mon Jan 18 18:30:09 2021 +0100","update report"," (HEAD -> master, tag: accept, origin/master, origin/HEAD)"
26154,4abe871,Gergely Attila Kiss,"Mon Jan 18 18:00:07 2021 +0100","add files from https://zenodo.org/record/4444803/files/Codes_MS26154.zip?download=1",""
26154,21515fb,Gergely Attila Kiss,"Mon Jan 18 17:50:24 2021 +0100","add manuscript",""
26154,a9934f6,Miklos Koren,"Fri Jan 15 21:32:31 2021 +0100","Update report"," (origin/editor)"
26154,8afa4b9,Gergely Attila Kiss,"Tue Jan 5 11:07:16 2021 +0100","update report.yaml",""
26154,155c58e,Gergely Attila Kiss,"Mon Jan 4 21:19:32 2021 +0100","add report.yaml",""
26154,9cf93e8,Gergely Attila Kiss,"Mon Jan 4 21:19:15 2021 +0100","add files from https://zenodo.org/record/4398852/files/Codes_MS26154.zip?download=1",""
26763,2bf19e3,Miklos Koren,"Thu Mar 4 08:16:17 2021 +0100","Download files from https://zenodo.org/record/4502715/files/empirical-for_posting.zip?download=1"," (origin/author)"
26763,e5c1e15,Miklos Koren,"Wed Feb 3 13:48:55 2021 +0100","We still need a data citation"," (HEAD -> master, tag: revision2, origin/master, origin/HEAD)"
26763,e78a2b0,Gergely Attila Kiss,"Fri Jan 29 13:55:54 2021 +0100","Merge branch 'master' of github.com:restud-replication-packages/26763",""
26763,abe3363,Gergely Attila Kiss,"Fri Jan 29 13:50:51 2021 +0100","package update",""
26763,edf3c09,Miklos Koren,"Thu Jan 14 19:51:56 2021 +0100","Update report"," (tag: request-revision)"
26763,a1f7a1e,Gergely Attila Kiss,"Thu Jan 14 17:42:14 2021 +0100","add report",""
26763,2d5780e,Gergely Attila Kiss,"Thu Jan 14 17:24:12 2021 +0100","add files from https://zenodo.org/record/4426140/files/empirical-for_posting.zip?download=1",""
28598,5e20034,Gergely Attila Kiss,"Mon Feb 8 10:35:21 2021 +0100","organize README better recommedation"," (HEAD -> master, tag: accept, origin/master, origin/HEAD)"
28598,c280619,Gergely Attila Kiss,"Sat Feb 6 13:45:52 2021 +0100","update report",""
28598,6bc2171,Gergely Attila Kiss,"Sat Feb 6 13:45:22 2021 +0100","add files from https://zenodo.org/record/4482467/files/DPS_replication.zip?download=1",""
28598,f99b5ac,Miklos Koren,"Wed Jan 27 11:48:12 2021 +0100","Edit report"," (tag: request-revision)"
28598,c1bc769,Gergely Attila Kiss,"Sun Jan 17 19:05:39 2021 +0100","update report",""
28598,9bf2098,Gergely Attila Kiss,"Thu Jan 14 18:24:47 2021 +0100","add report",""
28598,f889f6d,Gergely Attila Kiss,"Thu Jan 14 18:05:26 2021 +0100","add files from https://zenodo.org/record/4416967/files/DPS_replication.zip?download=1",""
28192,7f833a2,csokaimola,"Thu Mar 25 19:23:24 2021 +0100","run codes, add report"," (origin/tresorit)"
28192,a7bce2c,csokaimola,"Thu Mar 25 18:26:46 2021 +0100","upload files from tresorit, complete deletion of pervious data packs"," (HEAD -> author, origin/author, origin/HEAD)"
28192,516cd30,csokaimola,"Thu Mar 25 18:10:41 2021 +0100","add files from https://zenodo.org/record/4563661 version3, and delete older versions from author branch",""
28192,da427d8,csokaimola,"Thu Mar 25 18:08:21 2021 +0100","edit gitattributes",""
28192,0f6b466,Gergely Attila Kiss,"Fri Mar 19 10:49:53 2021 +0100","download DJI data",""
28192,4844446,csokaimola,"Sun Feb 28 13:32:36 2021 +0100","update report"," (origin/version3)"
28192,a2eff8d,csokaimola,"Sun Feb 28 13:23:14 2021 +0100","add gitattributes",""
28192,621ec70,csokaimola,"Sat Feb 27 21:45:20 2021 +0100","add files from https://zenodo.org/record/4563661",""
28192,7f6a43d,Miklos Koren,"Wed Jan 27 10:58:59 2021 +0100","Edit report"," (tag: request-revision)"
28192,49f4ef1,csokaimola,"Sat Jan 16 20:12:58 2021 +0100","update report.yaml",""
28192,d447738,csokaimola,"Sat Jan 16 14:11:28 2021 +0100","add report.yaml",""
28192,8f11627,csokaimola,"Thu Jan 14 20:20:49 2021 +0100","add files from https://zenodo.org/record/4437768/files/replication.zip?download=1",""
25364,d0365c7,Gergely Attila Kiss,"Fri Feb 19 11:38:49 2021 +0100","update report"," (origin/version2)"
25364,370ceb3,Gergely Attila Kiss,"Fri Feb 19 11:37:34 2021 +0100","update manuscript"," (origin/author)"
25364,e1de3a5,Miklos Koren,"Tue Feb 2 11:27:35 2021 +0100","Edit report"," (HEAD -> master, tag: request-clarification, origin/master, origin/HEAD)"
25364,5ed654d,Gergely Attila Kiss,"Fri Jan 29 13:33:45 2021 +0100","update report",""
25364,f93c011,Gergely Attila Kiss,"Fri Jan 29 13:19:26 2021 +0100","add manuscript",""
25364,229859f,Gergely Attila Kiss,"Sun Jan 17 20:17:32 2021 +0100","add report",""
25364,bf244d4,Gergely Attila Kiss,"Sun Jan 17 20:06:58 2021 +0100","add files from https://zenodo.org/record/4433429/files/smud-default-bias.zip?download=1",""
28407,120325c,csokaimola,"Sat Feb 6 14:34:33 2021 +0100","add manuscript"," (HEAD -> master, tag: accept, origin/master, origin/HEAD)"
28407,dcfc8fc,csokaimola,"Sat Feb 6 14:33:28 2021 +0100","update report",""
28407,2cd7e37,csokaimola,"Sat Feb 6 14:16:40 2021 +0100","add files from https://zenodo.org/record/4498802#.YB6VUXko_IU",""
28407,586fd81,Miklos Koren,"Wed Feb 3 13:40:40 2021 +0100","Update report"," (tag: request-revision)"
28407,cf399ae,Gergely Attila Kiss,"Mon Jan 18 10:09:22 2021 +0100","add report",""
28407,4880735,Gergely Attila Kiss,"Mon Jan 18 09:51:12 2021 +0100","add files from https://zenodo.org/record/4443539/files/public_code.zip?download=1",""
26684,80a6f4a,csokaimola,"Thu Feb 11 17:05:11 2021 +0100","add files from https://zenodo.org/record/4452649#.YCVVCHko_IU"," (HEAD -> author, tag: accept, origin/author, origin/HEAD)"
26684,b5e844e,Imola Csóka,"Thu Feb 11 17:30:00 2021 +0100","add updated manuscript"," (origin/manuscript)"
26684,46d5fa5,csokaimola,"Thu Feb 11 17:23:46 2021 +0100","add report"," (origin/version2)"
26684,76768a0,csokaimola,"Thu Feb 11 17:05:11 2021 +0100","add files from https://zenodo.org/record/4452649#.YCVVCHko_IU",""
26684,4545614,Miklos Koren,"Fri Feb 5 11:15:53 2021 +0100","Edit report"," (tag: request-revision, origin/version1)"
26684,5861ee9,Miklos Koren,"Fri Feb 5 10:56:38 2021 +0100","Add manuscript",""
26684,63d744a,Gergely Attila Kiss,"Fri Jan 29 14:35:00 2021 +0100","add report",""
26684,10da224,Gergely Attila Kiss,"Fri Jan 29 14:06:29 2021 +0100","add files form https://zenodo.org/record/4439084/files/restud_MS26684_replication%20kit.zip?download=1",""
27912,22eb614,Miklos Koren,"Fri May 7 17:11:40 2021 +0200","Download version 4 from https://zenodo.org/record/4740769"," (tag: accepted, origin/author)"
27912,23519bb,Gergely Attila Kiss,"Mon May 3 17:20:15 2021 +0200","update report"," (origin/version3)"
27912,2c1c05c,Gergely Attila Kiss,"Mon May 3 16:59:25 2021 +0200","unpack version 3 zenodo package",""
27912,373d09f,Miklos Koren,"Thu Apr 29 16:50:57 2021 +0200","Edit report, send to author"," (origin/version2)"
27912,dd3b6e5,csokaimola,"Tue Apr 20 11:59:51 2021 +0200","add report",""
27912,59f3021,csokaimola,"Tue Apr 20 11:16:52 2021 +0200","add files from https://zenodo.org/record/4677270 v2",""
27912,596eb2a,csokaimola,"Mon Apr 19 13:32:00 2021 +0200","modify gitattributes",""
27912,563f657,Miklos Koren,"Thu Feb 18 09:01:34 2021 +0100","Update report"," (HEAD -> version1, origin/version1, origin/HEAD)"
27912,2a343ff,Imola Csóka,"Wed Feb 10 16:13:37 2021 +0100","Update report.yaml",""
27912,a2690b2,Miklos Koren,"Fri Feb 5 13:36:43 2021 +0100","Edit report",""
27912,2ab3e3d,Miklos Koren,"Fri Feb 5 13:29:14 2021 +0100","Add manuscript",""
27912,ff59ae2,csokaimola,"Tue Feb 2 10:02:43 2021 +0100","correct salutation in report",""
27912,e3e53ed,csokaimola,"Mon Feb 1 22:25:46 2021 +0100","add report.yaml",""
27912,06bf0fe,csokaimola,"Sun Jan 31 21:35:50 2021 +0100","add files from https://zenodo.org/record/4460346#.YBcN4Xko_IU",""
27221,0170df4,Gergely Attila Kiss,"Sun Mar 21 22:44:17 2021 +0100","update report"," (origin/version2)"
27221,edf1767,Gergely Attila Kiss,"Sun Mar 21 22:36:16 2021 +0100","add files from zenodo/4602567"," (origin/author)"
27221,ec7d112,Miklos Koren,"Wed Feb 10 21:00:23 2021 +0100","Update report"," (origin/version1)"
27221,fc2ea32,Miklos Koren,"Wed Feb 10 18:12:09 2021 +0100","Run .do files. Results are the same as in package.",""
27221,0774e05,Imola Csóka,"Wed Feb 10 16:12:14 2021 +0100","Update report.yaml",""
27221,915308d,csokaimola,"Wed Feb 10 14:17:05 2021 +0100","add email address",""
27221,03899e8,csokaimola,"Wed Feb 10 13:44:20 2021 +0100","add report.yaml",""
27221,6e2ca0c,Miklos Koren,"Thu Feb 4 14:08:40 2021 +0100","Add files from zenodo/4470143"," (HEAD -> master, origin/master, origin/HEAD)"
25945,588ff57,Gergely Attila Kiss,"Tue Apr 6 22:16:24 2021 +0200","update report"," (origin/version2)"
25945,a7fe57d,Gergely Attila Kiss,"Tue Apr 6 22:15:15 2021 +0200","run codes",""
25945,9628742,Gergely Attila Kiss,"Tue Apr 6 20:07:04 2021 +0200","update report",""
25945,a0eb684,Gergely Attila Kiss,"Tue Apr 6 19:25:41 2021 +0200","update to version 2"," (origin/author)"
25945,fa87eea,Miklos Koren,"Thu Mar 18 17:49:48 2021 +0100","Install missing packages and run ADH"," (HEAD -> version1, origin/version1, origin/HEAD)"
25945,d2c0ebd,Gergely Attila Kiss,"Thu Feb 11 18:54:17 2021 +0100","add report",""
25945,395d20c,Gergely Attila Kiss,"Thu Feb 11 18:54:01 2021 +0100","changes to files and run codes",""
25945,93d760a,Gergely Attila Kiss,"Thu Feb 11 17:53:20 2021 +0100","add files form https://zenodo.org/record/4516267/files/BHJ%20Replication%20Archive.zip?download=1",""
26460,db04724,csokaimola,"Sun Feb 28 18:19:59 2021 +0100","add manuscript"," (HEAD -> author, origin/author, origin/HEAD)"
26460,8b1e5f4,csokaimola,"Sun Feb 28 18:17:19 2021 +0100","update report.yaml"," (origin/version2)"
26460,5de529c,csokaimola,"Sun Feb 28 17:23:03 2021 +0100","add files from https://zenodo.org/record/4568354#.YDvC39wo_IU version2",""
26460,20f4634,Miklos Koren,"Thu Feb 18 09:16:30 2021 +0100","Edit report"," (origin/version1)"
26460,73e6763,Gergely Attila Kiss,"Fri Feb 12 10:34:03 2021 +0100","add report",""
26460,bcc696e,Gergely Attila Kiss,"Fri Feb 12 10:33:52 2021 +0100","run the codes",""
26460,7fb37bb,Gergely Attila Kiss,"Fri Feb 12 09:33:39 2021 +0100","add files from https://zenodo.org/record/4516255/files/RobotsReplicationFiles.zip?download=1"," (tag: request-revision)"
26990,684a3ea,Miklos Koren,"Thu Aug 5 13:08:25 2021 +0200","Report"," (origin/version1)"
26990,ea96482,Miklos Koren,"Thu Aug 5 13:07:02 2021 +0200","Report",""
26990,23b4a5d,Gergely Attila Kiss,"Mon Aug 2 10:44:00 2021 +0200","rename readme",""
26990,35a75dd,Gergely Attila Kiss,"Thu Jul 22 16:14:02 2021 +0200","add readme.pdf and update report",""
26990,0a74ce4,Gergely Attila Kiss,"Thu Jul 22 15:33:33 2021 +0200","add readme.pdf"," (HEAD -> author, origin/author, origin/HEAD)"
26990,cb474f6,Miklos Koren,"Fri Feb 12 16:54:00 2021 +0100","Edit report"," (tag: request-revision)"
26990,9fecdae,Gergely Attila Kiss,"Fri Feb 12 10:50:55 2021 +0100","add report",""
26990,013b34e,Gergely Attila Kiss,"Fri Feb 12 10:41:30 2021 +0100","add files from https://zenodo.org/record/4516857/files/Archive-for-REStud.zip?download=1",""
28178,71e4b6a,Gergely Attila Kiss,"Wed Feb 24 17:05:43 2021 +0100","add version 3 package"," (HEAD -> author, origin/author, origin/HEAD)"
28178,e7672cc,Gergely Attila Kiss,"Wed Feb 24 17:15:57 2021 +0100","add version2 report"," (origin/version2)"
28178,ff10173,Gergely Attila Kiss,"Wed Feb 24 17:05:43 2021 +0100","add version 3 package",""
28178,f26d51c,Miklos Koren,"Fri Feb 12 20:08:16 2021 +0100","Update report"," (tag: request-revision, origin/version1)"
28178,4066d27,Gergely Attila Kiss,"Fri Feb 12 11:05:55 2021 +0100","add report",""
28178,11b24a0,Gergely Attila Kiss,"Fri Feb 12 11:02:54 2021 +0100","add files from https://zenodo.org/record/4536619/files/Replication_Archive.zip?download=1",""
26693,25efa29,Miklos Koren,"Sat Apr 17 12:09:48 2021 +0200","Merge branch 'author' into version3"," (origin/version3)"
26693,ca21328,Miklos Koren,"Sat Apr 17 12:09:08 2021 +0200","Add files from https://zenodo.org/record/4619595/files/replication_kit_restud.zip?download=1"," (HEAD -> author, origin/author, origin/HEAD)"
26693,abecfe8,Gergely Attila Kiss,"Mon Apr 12 16:31:42 2021 +0200","update report",""
26693,9c7ac60,Gergely Attila Kiss,"Mon Apr 12 12:18:46 2021 +0200","adding changes from version3",""
26693,ba7b66e,Miklos Koren,"Thu Mar 4 15:18:14 2021 +0100","Update report, push back on data citation and clarify why"," (origin/version2)"
26693,d637e96,Gergely Attila Kiss,"Thu Feb 25 15:30:08 2021 +0100","add version2 report",""
26693,deb8819,Gergely Attila Kiss,"Thu Feb 25 15:19:10 2021 +0100","add version2 package",""
26693,c274eee,Miklos Koren,"Thu Feb 18 11:47:31 2021 +0100","Edit report"," (origin/version1)"
26693,fcc0fe8,csokaimola,"Tue Feb 16 15:46:23 2021 +0100","add report",""
26693,fc4f627,csokaimola,"Tue Feb 16 14:59:54 2021 +0100","add files from https://zenodo.org/record/4531369"," (tag: request-revision)"
25000,1b4d971,Gergely Attila Kiss,"Fri Apr 30 12:48:53 2021 +0200","update report"," (origin/version3)"
25000,8dfe74f,Gergely Attila Kiss,"Fri Apr 30 12:00:46 2021 +0200","unpack version 3 package",""
25000,d7d6e07,Miklos Koren,"Wed Apr 21 22:10:13 2021 +0200","Update report"," (origin/version2)"
25000,26e559f,Gergely Attila Kiss,"Mon Apr 12 10:26:51 2021 +0200","update report",""
25000,5c3f1df,Gergely Attila Kiss,"Mon Apr 12 10:26:39 2021 +0200","run LP_paper.do",""
25000,a60cd94,Gergely Attila Kiss,"Mon Apr 12 09:40:01 2021 +0200","unpack revision package",""
25000,1bee3e0,Miklos Koren,"Wed Mar 24 16:09:22 2021 +0100","Edit report"," (origin/version1)"
25000,e62faa8,Gergely Attila Kiss,"Fri Feb 19 12:54:24 2021 +0100","add report",""
25000,1aa8fb1,Gergely Attila Kiss,"Fri Feb 19 12:27:03 2021 +0100","initial commit"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
28171,ff89189,Gergely Attila Kiss,"Wed May 5 16:30:37 2021 +0200","add report"," (origin/version3)"
28171,246a5fe,Gergely Attila Kiss,"Wed May 5 12:09:29 2021 +0200","update to version3 package"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
28171,61a2a5c,Miklos Koren,"Wed Mar 24 16:29:48 2021 +0100","Edit report"," (origin/version2)"
28171,2c22015,csokaimola,"Wed Mar 3 11:20:42 2021 +0100","update report",""
28171,c2dd945,csokaimola,"Wed Mar 3 10:17:16 2021 +0100","add report",""
28171,aadaf0b,csokaimola,"Tue Mar 2 13:24:41 2021 +0100","add files from https://zenodo.org/record/4568343#.YD4gENwo_IU version2",""
28171,cc4c412,Miklos Koren,"Wed Feb 24 17:22:14 2021 +0100","Add stata packages"," (origin/version1)"
28171,36f2cec,Miklos Koren,"Wed Feb 24 17:17:05 2021 +0100","Update report",""
28171,e9f7772,Gergely Attila Kiss,"Mon Feb 22 22:35:58 2021 +0100","add report",""
28171,777c5d6,Gergely Attila Kiss,"Mon Feb 22 22:30:57 2021 +0100","initial commit",""
25355,b8465d6,Miklos Koren,"Thu Apr 22 12:20:39 2021 +0200","Add Zenodo ID"," (HEAD -> author, origin/author, origin/HEAD)"
25355,0462682,Miklos Koren,"Thu Apr 22 12:20:39 2021 +0200","Add files from zenodo/4665536",""
25355,50bf89b,Miklos Koren,"Thu Apr 22 12:14:20 2021 +0200","Add Zenodo ID",""
25355,2516c7a,Miklos Koren,"Thu Apr 22 12:14:19 2021 +0200","Add files from zenodo/4570470",""
25355,8daa7d7,Gergely Attila Kiss,"Wed Apr 21 10:37:16 2021 +0200","update report"," (origin/version2)"
25355,9abb901,Gergely Attila Kiss,"Mon Apr 12 16:59:58 2021 +0200","update report",""
25355,fefa238,Gergely Attila Kiss,"Mon Apr 12 16:59:42 2021 +0200","update to version2",""
25355,b824ddb,Gergely Attila Kiss,"Mon Apr 12 16:43:42 2021 +0200","delete previous version",""
25355,b3aa60c,Gergely Attila Kiss,"Mon Apr 12 16:42:54 2021 +0200","delete previous version",""
25355,d92afdd,Gergely Attila Kiss,"Mon Apr 12 16:38:18 2021 +0200","unpack version2",""
25355,13aca43,Miklos Koren,"Wed Mar 24 16:48:29 2021 +0100","Edit report"," (origin/version1)"
25355,8ba577a,Gergely Attila Kiss,"Thu Mar 4 14:09:18 2021 +0100","add report",""
25355,5fbba1d,Gergely Attila Kiss,"Thu Mar 4 13:47:20 2021 +0100","initial commit",""
28728,d6f3187,Gergely Attila Kiss,"Fri Apr 30 11:44:31 2021 +0200","add report"," (origin/version3)"
28728,25c6fce,Gergely Attila Kiss,"Fri Apr 30 11:42:03 2021 +0200","unpack version 5 package"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
28728,a045003,Miklos Koren,"Thu Apr 29 15:34:28 2021 +0200","Edit report, send to author"," (origin/version2)"
28728,8f96e78,Gergely Attila Kiss,"Tue Apr 13 19:52:55 2021 +0200","update report",""
28728,084ccb0,Gergely Attila Kiss,"Tue Apr 13 19:51:40 2021 +0200","run codes",""
28728,7624511,Gergely Attila Kiss,"Mon Apr 12 17:13:38 2021 +0200","unpack version4",""
28728,1867c12,Miklos Koren,"Wed Mar 24 20:47:53 2021 +0100","Change special chars in yaml"," (origin/version1)"
28728,291b15a,Miklos Koren,"Wed Mar 24 20:45:26 2021 +0100","Edit report",""
28728,2d2e506,Miklos Koren,"Wed Mar 24 20:38:06 2021 +0100","Edit report",""
28728,f8295f4,Gergely Attila Kiss,"Tue Mar 9 16:38:55 2021 +0100","update report",""
28728,eb3c598,Gergely Attila Kiss,"Tue Mar 9 16:37:30 2021 +0100","add report",""
28728,284eee8,Gergely Attila Kiss,"Tue Mar 9 16:37:18 2021 +0100","changes due to running the codes",""
28728,5c009ea,Gergely Attila Kiss,"Mon Mar 8 09:15:44 2021 +0100","initial commit",""
25930,00c8dc7,Gergely Attila Kiss,"Mon May 10 19:22:00 2021 +0200","run master_figs_final.do"," (origin/version3)"
25930,362c52d,Gergely Attila Kiss,"Mon May 10 19:06:38 2021 +0200","update report",""
25930,1115aaf,Gergely Attila Kiss,"Mon May 10 18:04:12 2021 +0200","update to zenodo version5"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
25930,e2a4cbb,Miklos Koren,"Thu Apr 29 15:48:35 2021 +0200","Edit report, send to author"," (origin/version2)"
25930,af13c4c,Gergely Attila Kiss,"Mon Apr 12 17:44:31 2021 +0200","update report",""
25930,5c5fce2,Gergely Attila Kiss,"Mon Apr 12 17:27:37 2021 +0200","unpack version3",""
25930,5cb1744,Miklos Koren,"Thu Mar 25 11:45:29 2021 +0100","Fix typo: cite_data"," (origin/version1)"
25930,e755c19,Miklos Koren,"Thu Mar 25 11:44:36 2021 +0100","Edit report",""
25930,0169181,Gergely Attila Kiss,"Sun Mar 21 23:10:56 2021 +0100","add report",""
25930,e34e5d4,Gergely Attila Kiss,"Sun Mar 21 22:58:36 2021 +0100","add files from zenodo/4608093",""
27965,8cbb6f3,Gergely Attila Kiss,"Tue Jul 12 09:34:00 2022 +0200","unzip updated  package"," (HEAD -> author, tag: accept, origin/author, origin/HEAD)"
27965,840cafb,Gergely Attila Kiss,"Wed Apr 13 12:15:16 2022 +0200","update report"," (origin/version2)"
27965,2999735,Gergely Attila Kiss,"Wed Apr 13 12:08:12 2022 +0200","update to zenodo v2",""
27965,297f8a1,Miklos Koren,"Thu Mar 25 11:59:01 2021 +0100","Edit report"," (origin/version1)"
27965,eb89b4e,Gergely Attila Kiss,"Mon Mar 22 12:02:18 2021 +0100","update report",""
27965,de14a5d,Gergely Attila Kiss,"Mon Mar 22 10:53:52 2021 +0100","add report",""
27965,5b5a013,Gergely Attila Kiss,"Mon Mar 22 10:37:23 2021 +0100","add files from zenodo/4603201",""
26008,36f9726,Gergely Attila Kiss,"Wed May 12 11:34:22 2021 +0200","update to zenodo version3"," (HEAD -> author, tag: accepted, origin/version3, origin/author, origin/HEAD)"
26008,c0ea75c,Miklos Koren,"Thu Apr 29 17:13:46 2021 +0200","Edit report, send to author"," (origin/version2)"
